category,a,b,c,d,e,f,g,h,i
lmfish,1.08176e+08,8.29165e+15,9.76106e+17,6.49504e+17,4.96396e+35,5.91412e+25,-1.45052e+35,0.0638042,0.339551
lmfish,5.04259e+07,1.92253e+15,2.83594e+17,2.63946e+17,7.20574e+34,1.15463e+25,-4.75378e+33,0.0749746,0.364006
lmfish,2.64606e+07,6.11879e+14,4.14203e+16,2.75033e+16,9.28014e+32,6.21385e+23,2.27767e+31,0.0972016,0.187684
lmfish,4.70907e+07,1.73144e+15,1.43215e+17,3.58159e+16,2.2193e+33,6.92407e+23,1.28629e+33,0.0712724,0.219011
lmfish,1.89825e+07,2.98882e+14,1.21335e+16,9.12924e+15,9.54317e+31,1.55882e+23,-1.11677e+31,0.107402,0.177723
lmfish,2.67749e+09,5.09093e+18,4.31185e+21,2.70836e+21,9.25375e+42,5.89257e+30,-1.6947e+41,0.0287987,0.298251
lmfish,2.1238e+07,3.22559e+14,3.04531e+16,1.80545e+16,4.21782e+32,3.07274e+23,-3.63537e+31,0.0906266,0.368382
lmfish,2.96708e+09,6.06914e+18,2.76695e+21,5.02938e+20,4.20687e+41,7.73081e+28,4.18361e+41,0.0309825,0.223419
lmfish,2.70921e+08,6.43357e+16,5.36847e+18,5.97692e+17,-7.86868e+35,-1.23779e+26,-7.26017e+35,0.0602198,0.322866
lmfish,6.16944e+07,3.35458e+15,1.4128e+17,9.85634e+16,1.16294e+34,5.23084e+24,1.88578e+32,0.081232,0.333153
lmfish,1.21212e+10,1.30108e+20,1.38786e+22,2.00312e+21,1.1345e+42,-8.62444e+30,1.05006e+43,0.0233662,0.332528
lmfish,7.38119e+07,4.83669e+15,7.92704e+15,2.00169e+15,7.97222e+30,8.79915e+22,1.43572e+29,0.0739945,0.34792
lmfish,1.37573e+08,1.56203e+16,8.35091e+17,8.22004e+17,6.7878e+35,1.02121e+26,-5.55364e+34,0.0618417,0.228383
lmfish,7.80326e+07,4.616e+15,1.2092e+18,9.227e+17,9.7376e+35,6.2037e+25,-4.11289e+34,0.0702954,0.203609
lmfish,7.53403e+07,4.80846e+15,4.49611e+17,1.8473e+17,4.91418e+34,8.06971e+24,-2.04796e+34,0.0708827,0.198954
Misk,1.59431e+09,2.11787e+17,4.71989e+20,1.37125e+19,7.89513e+38,3.18205e+27,7.70479e+38,0.0206463,0.683344
Misk,1.79919e+09,3.3476e+17,6.15716e+20,8.01966e+19,1.08482e+40,2.30884e+28,-1.41383e+40,0.0186241,0.703051
Misk,1.33186e+09,3.15846e+17,1.54372e+21,1.57859e+20,2.23536e+39,2.28818e+28,7.78951e+40,0.0219126,0.613018
Misk,1.34297e+09,2.41087e+17,6.06053e+20,5.71977e+19,-6.14349e+39,-2.10687e+28,-8.69864e+39,0.0221863,0.58581
Misk,1.24626e+09,3.35075e+17,8.09987e+20,1.99658e+20,-8.02597e+40,-9.2641e+28,-2.2588e+39,0.0246032,0.544402
Misk,1.60161e+09,2.08849e+17,3.90114e+20,2.0667e+19,-5.93198e+38,6.89486e+27,-1.75835e+39,0.0185032,0.710086
Misk,1.63443e+09,1.45939e+17,1.57331e+20,2.30499e+19,-5.19145e+38,-6.08613e+26,-1.28734e+39,0.0200391,0.698675
Misk,1.33394e+09,1.82841e+17,4.342e+20,1.82979e+19,-1.04598e+39,-7.31767e+27,-1.2514e+39,0.0196083,0.670847
Misk,1.65362e+09,2.37873e+17,1.86919e+20,1.6108e+18,-2.6392e+37,5.50015e+26,-9.20272e+36,0.016772,0.731245
Misk,1.33913e+09,5.46934e+16,1.08144e+21,2.08669e+19,-1.58239e+39,-4.65988e+27,2.70594e+39,0.0198832,0.737485
Misk,1.44211e+09,3.11396e+17,1.46646e+21,1.46842e+20,-6.71285e+40,-8.17675e+28,-1.17036e+40,0.0224771,0.642651
Misk,1.35327e+09,5.2675e+16,4.59251e+20,6.9507e+19,-6.62973e+39,1.57171e+28,-1.05007e+40,0.0204424,0.70551
Misk,1.47878e+09,2.70482e+17,2.17861e+19,5.31724e+19,-1.66181e+39,5.55673e+27,7.16641e+38,0.0203156,0.674015
Misk,1.68968e+09,2.46298e+17,9.11745e+19,4.71895e+18,9.49169e+37,9.51603e+26,2.39116e+37,0.0157414,0.742726
Misk,1.61853e+09,2.39827e+17,3.67397e+20,1.06414e+20,-7.71575e+39,2.62738e+28,-1.95752e+40,0.0203587,0.699427
octopus,1.23511e+08,2.16745e+15,6.24955e+17,3.88461e+16,-4.47006e+33,3.8605e+23,-4.08083e+33,0.0577431,0.396032
octopus,1.10082e+08,1.13438e+12,3.18801e+18,2.55008e+16,-3.53462e+33,-1.89447e+22,6.354e+33,0.12524,0.296917
octopus,7.4648e+07,1.44561e+13,1.51877e+18,2.7455e+15,6.93599e+31,2.26614e+21,1.63156e+32,0.11875,0.257455
octopus,4.26521e+07,3.19225e+12,3.56331e+16,2.11677e+16,-3.29944e+32,3.57217e+22,4.7865e+32,0.106986,0.209581
octopus,1.95828e+07,7.22925e+11,5.99822e+15,1.7486e+14,-4.89114e+28,1.02464e+20,-1.72271e+29,0.0878477,0.157555
octopus,1.89742e+08,1.13535e+15,5.18705e+18,2.12682e+18,-6.959e+36,6.72359e+25,1.21393e+36,0.0698886,0.490042
octopus,2.07794e+08,1.55594e+15,1.09132e+19,4.45917e+18,-3.10684e+37,1.71984e+26,-1.54708e+36,0.0725988,0.505006
octopus,1.28092e+08,8.55265e+13,1.71163e+18,1.47812e+17,-4.21279e+34,1.08251e+24,-6.12602e+34,0.0554136,0.421284
octopus,9.53921e+07,9.21272e+12,3.3459e+16,1.09714e+16,1.12359e+32,-2.78814e+21,1.77661e+32,0.0423938,0.373641
octopus,1.25234e+08,1.49101e+15,1.22086e+19,4.93267e+16,-1.67498e+34,1.38402e+24,3.44194e+34,0.0996968,0.370211
octopus,1.07356e+08,1.0055e+15,8.05376e+18,3.98777e+16,-2.21604e+34,1.26226e+24,-4.43241e+33,0.0957954,0.348205
octopus,7.87018e+07,3.20689e+14,5.52113e+18,6.02332e+15,1.09804e+33,-3.73018e+22,2.89674e+31,0.0882397,0.305867
octopus,3.88535e+07,8.72247e+13,4.92006e+17,2.60997e+15,7.57186e+31,2.29288e+22,5.49007e+31,0.0653232,0.22742
octopus,1.86331e+08,5.20943e+14,2.86287e+18,2.30875e+18,5.46345e+36,-5.25603e+25,-2.32e+36,0.0737885,0.474771
octopus,1.48991e+08,1.37364e+15,2.02416e+18,1.76077e+17,2.97589e+34,-5.16241e+24,-1.00818e+35,0.0654753,0.43288
pencil,1.88578e+08,3.50426e+16,5.549e+16,1.06583e+16,9.2787e+31,-1.78284e+23,-2.42027e+32,0.0862098,0.111953
pencil,3.29716e+07,9.85619e+14,3.55613e+16,2.23052e+16,6.20904e+32,6.3496e+23,9.54717e+31,0.0830467,0.0924017
pencil,4.74273e+07,2.06862e+15,2.98867e+16,4.25364e+15,-2.53105e+31,-1.43876e+23,4.07375e+31,0.0827632,0.106654
pencil,6.63841e+07,4.07566e+15,6.21047e+16,3.46579e+16,1.55978e+33,1.87601e+24,-3.90513e+32,0.0769158,0.123944
pencil,5.11227e+07,2.49626e+15,1.43053e+16,2.55776e+15,1.53652e+30,-4.36708e+22,1.53952e+31,0.0997285,0.0953558
pencil,1.02404e+08,9.45632e+15,1.46893e+18,1.19496e+18,1.58151e+36,1.13907e+26,-7.27191e+34,0.0525452,0.162751
pencil,9.55856e+07,8.48e+15,2.77288e+17,2.23884e+17,5.56565e+34,2.00756e+25,-3.75149e+33,0.0655528,0.13106
pencil,9.24046e+07,8.26847e+15,1.232e+16,1.43562e+15,-4.88538e+30,-1.0945e+23,3.54763e+30,0.0858687,0.111133
pencil,9.54625e+07,8.12082e+15,7.38434e+17,5.65239e+17,3.65176e+35,5.09344e+25,1.18579e+33,0.0568355,0.155587
pencil,8.03633e+07,6.05954e+15,5.71951e+18,4.90702e+18,2.59952e+37,3.81313e+26,-2.07212e+35,0.0691205,0.124027
pencil,6.84754e+07,4.28702e+15,1.20314e+18,9.38645e+17,9.97006e+35,6.09328e+25,-3.12037e+34,0.0618916,0.120614
pencil,2.91381e+08,8.14149e+16,3.75981e+19,3.27076e+19,1.14696e+39,9.3084e+27,7.1794e+36,0.0543154,0.21884
pencil,3.26111e+08,1.03394e+17,1.37654e+19,1.22897e+19,1.59846e+38,3.94776e+27,8.65307e+35,0.0574796,0.200752
pencil,2.1583e+08,4.53395e+16,1.01471e+19,8.78309e+18,8.29021e+37,1.84714e+27,1.55696e+36,0.0728832,0.173718
pencil,1.51538e+08,2.21225e+16,7.53211e+18,6.73362e+18,4.79532e+37,9.94667e+26,-3.71325e+35,0.0728372,0.155049
personal_car,3.30381e+08,6.17571e+16,4.9861e+19,7.3834e+18,8.13318e+37,5.2193e+26,-1.15993e+38,0.0289867,0.414465
personal_car,7.72153e+08,3.2626e+17,1.72038e+20,5.17246e+19,4.85182e+39,2.9119e+28,-5.17066e+38,0.0237867,0.473942
personal_car,7.14605e+08,2.64102e+17,4.03211e+20,9.2891e+19,1.67468e+40,3.81021e+28,-6.53677e+39,0.0246105,0.424752
personal_car,7.21351e+08,2.80786e+17,3.60859e+20,3.77223e+19,3.30446e+38,-2.60372e+27,-4.38873e+39,0.0239932,0.496607
personal_car,6.62515e+08,2.59663e+17,2.54451e+20,3.57653e+19,2.07217e+39,5.51004e+27,-2.71055e+39,0.0245845,0.452441
personal_car,4.0168e+08,1.03424e+17,2.33801e+19,3.21343e+18,1.52641e+37,3.35829e+26,-2.32984e+37,0.0296753,0.341764
personal_car,7.21821e+08,3.02824e+17,2.36089e+20,6.55826e+19,7.95432e+39,2.98301e+28,1.82311e+39,0.0248363,0.446831
personal_car,1.02764e+09,5.17903e+17,5.72829e+20,1.37195e+20,3.81212e+40,9.21972e+28,-5.1018e+39,0.0212295,0.512762
personal_car,1.16201e+09,8.29418e+17,1.23637e+21,3.82075e+20,2.53524e+41,2.94132e+29,-6.84508e+40,0.0243021,0.502714
personal_car,1.39869e+08,1.28779e+16,1.79133e+18,2.80761e+17,1.36794e+35,9.38396e+24,1.44679e+35,0.0383055,0.267375
personal_car,3.06215e+08,5.63596e+16,5.65048e+19,7.01006e+18,4.63972e+37,6.50753e+25,-1.31576e+38,0.0303021,0.420097
personal_car,3.37079e+08,6.78267e+16,2.16011e+19,1.62593e+18,-2.79111e+36,-1.71174e+26,-9.22275e+36,0.0297578,0.409626
personal_car,2.71354e+08,4.07719e+16,1.6431e+19,1.15773e+18,-2.05968e+36,-1.18491e+26,-4.61025e+36,0.0300761,0.399026
personal_car,2.41615e+08,2.6888e+16,1.70503e+19,1.96322e+18,4.28427e+36,4.57368e+25,-1.05195e+37,0.0295061,0.369606
personal_car,3.66648e+08,6.98342e+16,5.27081e+19,6.66307e+18,6.4182e+37,5.09898e+26,-1.0711e+38,0.0285451,0.432786
pocket,8.37406e+06,7.00372e+12,1.66571e+16,3.04382e+15,1.32608e+31,6.3886e+21,1.71432e+31,0.190449,0.466867
pocket,2.3188e+08,5.15177e+15,6.97263e+19,2.11285e+19,7.95626e+38,1.49469e+27,1.56978e+38,0.0452576,0.613901
pocket,1.28527e+08,1.68473e+15,1.28782e+19,1.01398e+18,2.32998e+36,3.36245e+25,2.82788e+36,0.213517,0.38781
pocket,1.28544e+09,2.39352e+17,5.46462e+21,7.12661e+20,1.37574e+42,3.45063e+29,2.91996e+41,0.139298,0.381859
pocket,9.52581e+07,1.20757e+15,4.76414e+18,9.11758e+17,1.88691e+36,3.14035e+25,2.2482e+35,0.0274117,0.698314
pocket,5.83119e+07,3.67165e+14,1.53948e+18,1.17262e+17,2.56065e+34,1.70349e+24,4.27385e+34,0.211498,0.460214
pocket,4.64637e+08,1.72029e+16,3.79596e+20,3.24202e+18,-9.13285e+37,-3.65581e+25,6.77801e+37,0.232249,0.294726
pocket,1.81493e+06,3.07759e+11,2.93432e+14,6.42803e+12,-1.69574e+26,-3.3219e+18,-2.21768e+26,0.342142,0.384698
pocket,5.00331e+06,2.82841e+12,2.8702e+15,2.65951e+14,1.50098e+29,3.7136e+20,1.77372e+29,0.225835,0.431146
pocket,6.227e+07,2.86961e+14,1.58017e+18,2.41978e+17,1.34915e+35,3.8568e+24,6.47051e+34,0.23677,0.425679
pocket,5.14942e+08,2.56265e+16,4.17549e+20,1.23147e+19,5.92987e+38,1.73736e+27,6.54338e+38,0.210984,0.337366
pocket,2.68992e+08,8.45393e+15,1.15093e+20,2.36681e+19,1.22374e+39,2.16511e+27,1.6857e+38,0.130224,0.498792
pocket,1.69025e+07,3.16168e+13,7.4564e+16,1.0175e+16,2.05178e+32,4.85747e+22,1.90917e+32,0.222913,0.497104
pocket,6.56159e+07,8.98124e+14,3.4406e+18,7.4865e+17,1.20153e+36,2.24356e+25,6.73008e+32,0.171225,0.531078
pocket,5.36404e+06,2.00487e+12,2.34655e+15,5.65091e+13,1.17928e+28,6.17906e+19,1.68631e+28,0.221437,0.502605
rat,5.24136e+07,8.29274e+14,3.17946e+17,2.2734e+17,2.01915e+34,4.92608e+24,-5.76897e+34,0.104615,0.13294
rat,4.66997e+07,6.79399e+14,1.43508e+17,1.0571e+17,-1.04642e+33,1.85252e+24,-1.29779e+34,0.102958,0.127848
rat,5.1941e+07,6.54382e+14,5.15929e+17,3.19351e+17,6.17593e+34,6.27112e+24,-1.1397e+35,0.101356,0.137606
rat,5.26476e+07,7.75675e+14,5.36358e+17,3.54897e+17,9.24725e+34,8.62904e+24,-1.24193e+35,0.100109,0.136941
rat,4.88208e+07,6.85124e+14,5.7924e+17,3.88514e+17,1.23132e+35,9.56637e+24,-1.3714e+35,0.109551,0.128672
rat,4.76837e+07,6.96581e+14,3.28721e+17,2.2281e+17,3.39063e+34,4.87925e+24,-4.98641e+34,0.109231,0.127868
rat,5.22184e+07,6.89598e+14,5.22904e+17,3.1266e+17,5.17205e+34,6.85112e+24,-1.15357e+35,0.106317,0.135293
rat,5.1658e+07,7.7398e+14,3.96834e+17,2.3373e+17,3.57701e+34,5.40009e+24,-6.15428e+34,0.0980034,0.13573
rat,4.98511e+07,7.12851e+14,1.13302e+17,1.47185e+17,-1.53437e+33,2.99082e+24,-1.89449e+34,0.100717,0.134241
rat,5.08325e+07,7.65325e+14,1.58679e+17,9.46112e+16,-3.06588e+33,1.74525e+24,-1.11796e+34,0.0995492,0.13432
rat,4.80307e+07,6.73915e+14,2.62816e+17,1.75958e+17,5.47591e+33,3.24188e+24,-3.74405e+34,0.0973238,0.13168
rat,5.43176e+07,8.99361e+14,4.08756e+17,2.03407e+17,3.3191e+34,5.98297e+24,-4.83571e+34,0.0999494,0.137258
rat,4.89537e+07,7.58157e+14,2.54265e+17,1.9609e+17,1.29799e+34,3.23643e+24,-4.18169e+34,0.101375,0.132096
rat,5.16084e+07,8.14096e+14,2.34966e+17,2.33153e+17,8.67376e+33,4.93491e+24,-5.38775e+34,0.0999406,0.133695
rat,1.68936e+09,1.38069e+17,3.90127e+19,1.66628e+20,9.00432e+39,3.56455e+28,-9.97045e+39,0.0152545,0.857034
ray,1.55321e+09,8.93389e+16,6.24214e+21,2.61569e+21,1.05687e+43,6.8177e+29,-1.09113e+41,0.0399312,0.217406
ray,8.2707e+08,1.92853e+16,1.4728e+21,2.74307e+20,1.65754e+41,3.68235e+28,5.40764e+40,0.0280484,0.47981
ray,1.22226e+08,5.50414e+13,9.68876e+18,1.12829e+18,3.64241e+36,-7.7851e+24,-8.05807e+35,0.0395563,0.368814
ray,1.22229e+08,5.52954e+13,9.71667e+18,1.16691e+18,3.46034e+36,-8.64424e+24,-1.86152e+36,0.0394446,0.368771
ray,1.81697e+09,8.7339e+16,5.78597e+21,1.79504e+21,5.78494e+42,3.11106e+29,1.70648e+40,0.0295533,0.475167
ray,9.65903e+08,4.76956e+16,1.6466e+21,5.20005e+20,4.38301e+41,1.13526e+29,-1.98556e+41,0.0322563,0.517994
ray,9.65902e+08,4.77068e+16,1.64771e+21,4.81346e+20,4.17492e+41,1.0365e+29,9.72705e+40,0.0316277,0.517554
ray,9.65867e+08,4.75827e+16,1.62446e+21,4.49151e+20,3.66366e+41,9.72935e+28,1.1388e+41,0.0358054,0.256788
ray,1.5828e+08,6.36455e+14,1.78164e+19,8.85662e+18,1.10419e+38,2.21887e+26,-1.35958e+37,0.0438935,0.404385
ray,1.58293e+08,6.3613e+14,1.76813e+19,8.50148e+18,1.03031e+38,2.13775e+26,-1.57749e+37,0.0439949,0.404428
ray,1.58316e+08,6.35845e+14,1.74476e+19,7.77017e+18,9.03319e+37,1.95923e+26,5.02978e+36,0.0482754,0.1965
ray,1.83579e+09,4.84374e+16,4.87264e+21,1.85239e+21,5.47236e+42,3.06956e+29,-1.01239e+42,0.0280337,0.485791
ray,1.81691e+09,8.72563e+16,5.71817e+21,1.95691e+21,6.3961e+42,4.04278e+29,-1.39338e+42,0.0295639,0.475162
ray,1.83581e+09,4.85468e+16,4.88258e+21,1.71189e+21,4.94421e+42,2.5887e+29,-2.23387e+41,0.0303091,0.243724
ray,1.55323e+09,8.94869e+16,6.23777e+21,2.57011e+21,1.02807e+43,6.61001e+29,-4.52362e+41,0.0356785,0.43472
sea_snake,6.79761e+06,2.93609e+13,1.01501e+16,1.69398e+15,-6.8072e+30,-6.94422e+21,1.73239e+30,0.206433,0.133594
sea_snake,3.34317e+08,5.31671e+16,3.70313e+20,5.56234e+19,-6.59839e+39,-7.81731e+27,-4.49344e+39,0.0726724,0.162856
sea_snake,5.48175e+07,1.35883e+15,1.19671e+18,1.43887e+17,5.96175e+34,5.30358e+24,3.27012e+33,0.123449,0.317446
sea_snake,5.07493e+07,1.12116e+15,9.72976e+17,4.91091e+16,9.76475e+33,1.59931e+24,-4.45936e+33,0.13466,0.222985
sea_snake,1.60984e+07,9.15878e+13,6.19949e+16,1.17566e+16,2.51877e+32,9.97986e+22,-1.93123e+32,0.19254,0.140422
sea_snake,4.78055e+07,8.93372e+14,2.822e+18,7.61868e+17,1.00517e+36,2.1312e+25,4.87419e+35,0.146933,0.134512
sea_snake,2.18673e+06,1.83331e+12,3.37997e+14,4.47073e+13,2.94705e+26,3.42511e+18,5.48781e+27,0.315989,0.149732
sea_snake,4.84134e+07,9.16851e+14,2.57821e+18,6.24671e+17,7.68507e+35,1.86344e+25,-1.94549e+35,0.150082,0.132311
sea_snake,3.20935e+08,4.7445e+16,2.4058e+20,3.98395e+19,7.50146e+38,4.28411e+27,-3.82751e+39,0.0648248,0.175716
sea_snake,9.85389e+07,4.21967e+15,1.14071e+19,1.85775e+18,1.73687e+36,6.16387e+25,8.3738e+36,0.0826126,0.277467
sea_snake,8.71217e+07,9.64109e+14,1.38191e+18,4.79601e+17,4.79308e+34,5.92744e+24,3.87491e+35,0.124368,0.162037
sea_snake,2.36447e+07,7.85799e+13,2.61469e+16,2.07409e+15,8.42105e+30,-1.03659e+22,1.27428e+31,0.179819,0.174381
sea_snake,4.07052e+07,6.86091e+14,9.61465e+17,2.36373e+17,7.18298e+34,5.13506e+24,8.68233e+34,0.121439,0.176594
sea_snake,4.21137e+07,6.67821e+14,7.12816e+17,2.03484e+17,5.21467e+34,4.83477e+24,-5.73277e+34,0.124447,0.180613
sea_snake,1.02636e+08,7.35588e+15,7.98528e+18,1.84284e+18,-4.4892e+34,-1.14699e+26,7.06918e+36,0.0977911,0.303379
shoe,7.06271e+08,2.91103e+17,2.0421e+20,4.62492e+19,4.27994e+39,2.14643e+28,-1.37256e+39,0.0230863,0.417632
shoe,1.22377e+09,9.22256e+17,9.85312e+20,2.53709e+20,1.22766e+41,2.28944e+29,-3.19273e+40,0.0206748,0.486496
shoe,6.78775e+08,2.84455e+17,1.89686e+20,5.40094e+19,5.46304e+39,2.85723e+28,-1.98894e+38,0.0252646,0.479671
shoe,6.12161e+08,2.21999e+17,2.12647e+20,4.87294e+19,4.72221e+39,2.08049e+28,-1.51861e+39,0.0250473,0.412305
shoe,1.1212e+09,7.72797e+17,8.2965e+20,1.62731e+20,4.91659e+40,9.86366e+28,-3.40287e+40,0.0216279,0.448566
shoe,1.10153e+09,6.77306e+17,9.48787e+20,2.13224e+20,9.58658e+40,1.74324e+29,-2.70928e+39,0.0211138,0.392858
shoe,1.1903e+09,8.72109e+17,7.06947e+20,1.67711e+20,5.68346e+40,1.51427e+29,-1.02291e+40,0.0207368,0.555778
shoe,1.39799e+09,1.03169e+18,1.33029e+21,2.0841e+20,8.75485e+40,1.41706e+29,-6.61616e+40,0.0192432,0.534345
shoe,9.82414e+08,4.82498e+17,1.76604e+21,4.14668e+20,3.54853e+41,2.88031e+29,-1.00997e+39,0.0212407,0.482937
shoe,6.6066e+08,2.67326e+17,1.79109e+20,4.53877e+19,3.98754e+39,2.18014e+28,-9.19938e+38,0.0236728,0.455233
shoe,1.01726e+09,4.96577e+17,2.26535e+21,4.65934e+20,4.68732e+41,3.19522e+29,9.71266e+40,0.0212842,0.491639
shoe,6.03903e+08,1.64745e+17,6.00099e+20,9.37558e+19,2.19e+40,3.73241e+28,3.86628e+39,0.0239367,0.444216
shoe,4.41545e+08,1.18347e+17,3.30328e+19,6.15963e+18,7.54078e+37,1.64525e+27,-4.50947e+37,0.0263267,0.321389
shoe,6.10884e+08,1.62076e+17,7.0075e+20,1.17103e+20,3.34447e+40,4.69736e+28,2.5968e+39,0.0237554,0.433866
shoe,4.57038e+08,8.50163e+16,3.41968e+20,5.61705e+19,7.78429e+39,1.6348e+28,1.00469e+38,0.026567,0.435015
spoon,3.00424e+07,8.29049e+14,8.84135e+17,7.74917e+17,6.41247e+35,2.21159e+25,-1.48375e+34,0.100065,0.0946713
spoon,9.37765e+07,5.88103e+15,8.23878e+19,5.83805e+19,4.04755e+39,4.46666e+27,1.02883e+38,0.0758861,0.20306
spoon,9.37641e+07,5.87862e+15,7.94928e+19,5.57532e+19,3.71139e+39,4.26991e+27,-4.52339e+37,0.0758861,0.20306
spoon,9.37641e+07,5.87862e+15,7.94928e+19,5.57532e+19,3.71139e+39,4.26991e+27,4.52339e+37,0.0758861,0.20306
spoon,9.37594e+07,5.87863e+15,7.65881e+19,5.28242e+19,3.35883e+39,4.04066e+27,-8.61298e+37,0.0716843,0.201876
spoon,5.95841e+07,3.30733e+15,5.88771e+18,5.52994e+18,3.15526e+37,3.14042e+26,-2.915e+35,0.107717,0.125352
spoon,5.95844e+07,3.30817e+15,6.63402e+18,6.15724e+18,3.9348e+37,3.48108e+26,5.63028e+35,0.107717,0.125352
spoon,5.95844e+07,3.30817e+15,6.63402e+18,6.15724e+18,3.9348e+37,3.48108e+26,-5.63028e+35,0.107717,0.125352
spoon,5.95853e+07,3.30719e+15,6.23055e+18,5.58548e+18,3.29403e+37,3.12623e+26,7.97132e+35,0.107717,0.125352
spoon,6.12248e+07,3.17687e+15,8.31918e+18,6.4334e+18,4.70606e+37,3.62396e+26,-6.6714e+35,0.0764996,0.16203
spoon,6.12348e+07,3.17477e+15,7.7894e+18,5.90569e+18,4.00348e+37,3.31709e+26,1.27684e+36,0.0764996,0.16203
spoon,6.12348e+07,3.17477e+15,7.7894e+18,5.90569e+18,4.00348e+37,3.31709e+26,-1.27684e+36,0.0764996,0.16203
spoon,6.12288e+07,3.17682e+15,7.01829e+18,5.22709e+18,3.16527e+37,2.94252e+26,6.63426e+35,0.0764996,0.16203
spoon,3.00456e+07,8.28888e+14,8.6687e+17,7.75903e+17,6.36317e+35,2.22958e+25,-5.18569e+33,0.100065,0.0946713
spoon,3.00424e+07,8.29049e+14,8.84135e+17,7.74917e+17,6.41247e+35,2.21159e+25,1.48375e+34,0.100065,0.0946713
spring,8.46018e+08,5.64969e+17,2.86895e+20,2.94625e+19,2.18928e+39,1.76253e+28,-1.59507e+39,0.156326,0.120267
spring,6.59959e+07,3.40867e+15,3.57723e+18,1.92692e+18,5.05852e+36,1.11997e+26,-7.33332e+34,0.264114,0.142049
spring,2.38675e+08,4.05138e+16,1.38479e+19,4.0452e+18,2.82946e+37,7.04522e+26,-1.07734e+37,0.10938,0.199264
spring,5.2788e+07,2.26001e+15,9.45753e+16,1.80789e+17,2.24689e+34,7.27744e+24,-7.34809e+33,0.312842,0.134984
spring,2.35461e+08,4.49875e+16,6.1651e+18,9.8732e+18,7.53826e+37,1.73769e+27,-1.58433e+37,0.21495,0.121829
spring,5.05271e+08,1.64673e+17,1.0344e+20,1.04246e+19,-4.63933e+37,-1.18708e+26,3.39159e+38,0.0835044,0.25095
spring,1.47078e+07,1.75506e+14,5.67929e+15,1.60827e+16,1.52063e+32,2.06578e+23,-2.24053e+31,0.423677,0.122572
spring,4.09069e+08,1.07144e+17,4.10794e+19,4.30091e+18,5.44063e+37,-2.15703e+26,-1.75532e+37,0.12086,0.170908
spring,1.08638e+07,8.85709e+13,9.71783e+15,5.77327e+15,4.31588e+31,5.17448e+22,-2.69831e+30,0.36799,0.128325
spring,4.12862e+08,1.09968e+17,1.27141e+20,1.06963e+19,-3.06825e+38,-1.85147e+27,-2.47887e+38,0.0992934,0.203509
spring,5.05271e+08,1.64673e+17,1.0344e+20,1.04246e+19,-4.63933e+37,-1.18708e+26,3.39159e+38,0.0835044,0.25095
spring,9.57216e+08,3.6256e+17,9.59912e+20,6.0367e+20,4.19357e+41,3.38671e+29,-1.87908e+41,0.162911,0.101336
spring,2.81968e+08,6.28437e+16,1.4964e+18,5.86111e+17,5.47851e+35,4.98525e+25,3.3935e+34,0.178073,0.15609
spring,8.44694e+08,5.78762e+17,1.31372e+20,2.44416e+20,4.25342e+40,1.59846e+29,1.04424e+40,0.156691,0.133531
spring,8.44694e+08,5.78762e+17,1.31372e+20,2.44416e+20,4.25342e+40,1.59846e+29,1.04424e+40,0.156691,0.121391
stef,2.74228e+06,1.9291e+12,7.32724e+15,5.40741e+14,1.85302e+29,5.76756e+20,1.06028e+30,0.212479,0.0282755
stef,1.06907e+06,4.93755e+10,7.21393e+14,1.56178e+13,1.80419e+26,3.39468e+18,1.64789e+27,0.213647,0.0213139
stef,1.31887e+06,4.28221e+11,2.08474e+14,1.20872e+14,8.88169e+26,7.90565e+19,1.91667e+28,0.226732,0.0220291
stef,1.48009e+06,2.22276e+11,1.30879e+15,1.00192e+14,-1.76392e+28,4.29131e+19,3.17045e+28,0.247052,0.0212304
stef,1.76143e+06,2.62538e+11,2.40651e+15,1.22383e+14,-3.43007e+28,5.91014e+19,5.68732e+28,0.215096,0.0241629
stef,960452,3.656e+11,3.49736e+11,1.95342e+13,3.42924e+25,1.1576e+19,-3.7828e+25,0.259259,0.0189894
stef,1.79269e+06,1.81983e+11,2.6523e+15,1.90662e+14,-9.8533e+28,8.13011e+19,9.31346e+28,0.224583,0.0235669
stef,5.15133e+06,1.16996e+13,1.45028e+16,9.75876e+14,2.77794e+30,-1.34601e+20,-2.40028e+30,0.19645,0.0389562
stef,4.07464e+06,3.02038e+12,2.69858e+16,2.3465e+15,1.6777e+31,3.59896e+21,8.19693e+30,0.20133,0.0322688
stef,2.9555e+06,1.74776e+12,9.97271e+15,3.55361e+14,1.15858e+29,4.60621e+20,6.58869e+29,0.236245,0.027298
stef,2.55087e+06,1.3799e+12,4.61283e+15,3.60978e+13,-4.02287e+27,3.64981e+19,1.41701e+28,0.238915,0.0276914
stef,2.48725e+06,2.69381e+12,2.20352e+15,4.86144e+14,5.01639e+29,4.28819e+20,-3.90854e+28,0.228921,0.0282755
stef,2.66264e+06,2.51707e+12,5.19156e+15,1.56727e+15,3.3239e+30,2.46405e+21,2.9896e+30,0.239892,0.0265351
stef,3.32718e+06,2.92502e+12,1.47331e+16,2.01997e+15,3.73929e+30,2.92243e+21,1.03657e+31,0.223837,0.0287046
stef,3.30834e+06,2.28745e+12,1.69001e+16,5.09545e+15,4.7218e+31,1.72078e+21,-2.50633e+30,0.219344,0.0276079
